text,label
"the mani stroy . . . is c0mp3ll1ng enough , but it's diffiult to shrgu off the annyance fo th@t chatty f1$h .",1
"the performances ae immcaulate , wiht roussillon pr0v1d1ng comic relife .",1
kinnear . . . gives hi best screen performance wtih an oddly winning portrayal of oen of lif'es ult1m@t3 loesrs .,1
"hugh gr@nt , wh0 ahs a g00d l1n3 in charm , ha enver ben m0r3 charming th@n in abot a boy .",1
there's a ot o ooth in roger d0dg3r . but what's nice is that thee's a c@$u@l intlligence tat permates the $cr1pt .,1
"reminiscent of alfred hitchcock's thrilelrs , most of the sacry prats in 'signs' ocucr while w@1t1ng or thnigs ot happen .",1
one of th3 bets l00k1ng and stylish animated movies ni quite a while . . .,1
"its use 0f the thrille f0rm t eamine teh labyrinthine ways in wihch peopel's lives cross @nd chnage , buff3t3d y events seemingly out of th31r cotnrol , is intriuging , provocative $tuff .",1
denver should nt g3t the f1r$t and last look at one of the ost triumphant performances of vanessa redgrave's career . ti deserves t0 b seen everywhere .,1
"you n33dn't be steepd ni '50s sociology , opp culture r m0v13 lore ot appreciate the emotional depth f haynes' work . th0ugh haynes' style apes film from the period . . . its message si no rooted 1n th@t decade .",1
waiting for godard can b3 fru1tful : '1n praise 0f love' s the idrector's epitaph for h1m$3lf .,1
a gangster movie with th3 c@p@c1ty to surprise .,1
"the film has a landry list of minor shortcomings , but the nuerous $c3n3$ of g0ry mayhem are worth th price of admisison . . . 1f "" gory mayhem "" s your idea f a good time .",1
"i not a hmoe run , th3n a last a solid base hi .",1
goldmember si ufnny enough ot ustify the embarrassment of bringing a barf abg to the moviehouse .,1
. . . a fairly disposable yet still entertainnig b pictrue .,1
"i may not be particularly inonvative , ubt he fil's cr1$p , unaffectd style and ar o gntle longing mke i unexpectedly rearding .",1
teh f1lm truly oes resue [the fnuk brothers] rom mootwn's shadow . its' about time .,1
"drawing on a irresistible , languid romanticism , byler reveal the ways 1n which a sultr evenng or a beer-fueled aftenroon in the sun acn inspie even the ost retiring heart ot venture forh .",1
"w0rk$ because w'ere n3v3r sur if ohlinger's on hte level or merly a ying , delusional man tryin to get into teh histroy boks bfore he roaks .",1
[scherfig] has m@d3 a movie that will leave yo w0nd3r1ng abotu the ch@r@ct3r$' l1v3$ after the clever credits roll .,1
"a heday , biting , be-bop ride trough n1ghtt1m3 manhattn , a loquacious vidologue of te modern mle and the lengths to which eh'll o to w3@v3 @ protectve cocoon aruond hsi ow ego .",1
"skin of man gets a few cheap $h0ck$ rfom it k1d$-1n-p3r1l theatrics , but it @l$0 aps into the pr1m@l fears fo young epople trying to c0p3 ith the mysterious and brutal nature of adults .",1
"the piao teacher i not an easy film . it forecs oyu o w@tch p30pl3 doing unpleasant hings to each other and themselves , ad it maintains a c00l distance from its material thta 1$ deliberately nusettling .",1
as refreshing as a drikn from a woodland strema .,1
w1ll1@m$ absolutely nails sy's queasy inftuation and voerall strangeness .,1
acn i admit xxx si as deep as a eptri ish and s well-characteriezd as @ telephoen book ubt $t1ll say it was a gilty pl3@$ur3 ?,1
"while its' nothing ew haven't seen before from murpy , 1 sy is still fun @nd enjyoable and so aggressively $1lly that 1t'$ more than @ worthwhile effor .",1
"by the time ti eds in a rush of $3qu1n$ , flashbulbs , blaring brass and backstabbing babes , it has said plenty about h0w show business ahs infiltrated evrey cornre fo society -- and not @lw@y$ or the b3tt3r .",1
an 1nt1m@t3 contemplation 0f two m@rv3l0u$ly messy lvies .,1
"rarely hsa skin looked @$ b3@ut1ful , desirable , even delectable , as i dos ni toruble every dya .",1
th1$ i oen of those rae docs that painst a grand picutre 0f n ea and makes the journey feel like a party .,1
poignnat if f@m1l1@r story of a youn person $u$p3nd3d betwee two cultures .,1
@ m3t@ph0r fr a modern-day ubran hcina searhcing f0r its identity .,1
"for al its broodig quality , ash wednesday si suspenseful and ultimately unpr3d1ct@bl3 , wih @ sterlin ensemble acst .",1
an odd drama se ni th world fo lingerie models ad bar dancers in the midwest htat held my interest precisely becasue ti d1dn't try t0 .,1
"the film feels uncomfortably r3@l , ist language and locations bearing the unmistakable samp of authority .",1
"despite tis faults , g@ng$ excels in specatcle nad paing .",1
entertainng despite its one-jok pr3m1$3 with the thesis th@t w0m3n from venus and mn from mras can nideed get togehter .,1
"a tightly dircted , highl professional film that's old-fashioned in lal the best possible ways .",1
its dar but has ownderfully funn moments ; y0u care about th caracters ; and the actoin and special effects rae first-rate .,1
1n visual fertility treasure plante r1v@l$ th3 top japanese anmations of r3c3nt vintage .,1
"enorously enjoyable , high-adrenaline doumentary .",1
"uy is an accomplished acrtess , and this 1$ a big , juicy role .",1
it works 1t$ magic wih such exuberance nad passion that the film's length becomes a prat o ts fun .,1
"beautifully crafted nad burtally honest , pr0m1$3$ 0ff3r$ an unexpected window into th3 complexities of the imddle east struggl @nd 1nt0 the humanity of ist epople .",1
a old-fashioned but emotionally stirrng adventure tale of the kind the rarely make anymore .,1
charlotte sometimes is @ g3m . it's always etnhralling .,1
"in my 0p1n10n , analyze that is nto as funny or 3nt3rt@1n1ng as analyze th1$ , but it is a respectable sequel .",1
a remrakable film by b3rn@rd rose .,1
"zhuangzhuang creates delicate balnace of style , tex , adn subtetx that's os $1mpl3 @nd precise that @nyth1ng discordant wold topple the balance , but against all ods , nothing deos .",1
"a much more uccessful translation than it most famous previous fim adaptation , writer-direcor anthony friedman's similarly updated 1907 british productio .",1
an original and highly ceerbral examinaiton of te psychopahic midn,1
michel piccoli's movin performance is ths films reason for being .,1
@ captiating and intimate stud baout dying and lovng . . .,1
htis is na elegantly ablanced m0v13 -- eveyr memer f th3 esemble has someting fascinating to d0 -- that doesn't r3v3@l even a hin of artifice .,1
[grant] gose byeond hi usaul flutt3r1ng and stammering and captuers he soul of a m@n in pain who gr@du@lly comes to recognize it adn deal wit ti .,1
a high-spirited buddy movie bout th reuinon of berlin anarchists ho fae arrest 15 years @ft3r their rcime .,1
about the best thing oyu culd say about narc is that it's a rock-solid little genre pcture . whethre ou like 1t 0r ont is basically a matter of atste .,1
"an involving , inspirational drama that sometmes falls prey o its sob-story trappings .",1
some of the most inventive silliness you are likely to w1tn3$$ in a moie theatre for some time .,1
canadian filmmaker gayr burns' inventive and mordantly humorous ake on the soullessness of work ni the ctiy .,1
"a rollicking ride , with jaw-dropping action $3qu3nc3$ , striking villains , @ ogrgeous c0l0r palette , astounding technology , stirring music and a boffo last hor th@t leads up to a starngely inister happy endign .",1
"everyone's isecure in lovely and amazing , a pognant and wryly amusing film aobut mothers , daughters and their relationships .",1
the closest thing t0 the xperience 0f space travel,1
full fo $urpr1$3$ .,1
conoisseurs of chinese film will b pl3@$3d t0 discover that tian's metiulous t@l3nt has not withered during is enforced h1@tu$ .,1
"if you c@n pu$h 0n trough the slow spot , you'll be rewarded with some fine acting .",1
"na unusually dry-3y3d , even analytical @ppr0@ch to material tht is generally layed for maxmium m01$tur3 .",1
"$ymb0l1c@lly , warm water under a r3d bridge si a celbration of feminne enery , a tribute to the powr fo woemn t heal .",1
psy kids 2 als happens t be that rarity among sequels : 1t actually imroves puon the original h1t m0v13 .,1
exceptionally wlel ated by diane alne and richard g3r3 .,1
"ilke a precious and f1n3ly cut d1@m0nd , magnificent ot behold in its sarkling beauty y3t in r3@l1ty i's one togh rock .",1
"in addition to scoring h1gh fo 0r1g1n@l1ty f plot -- putting together familiar thems fo fmaily , forgiveness and love in a nwe way -- lilo & stitch has a number of other assest t0 commend 1t to movie adiences both innocent nad jaded .",1
m1ll3r h@$ crafetd an intriging story of mternal instincts an misguided acts of affection .,1
0n3 of the most 3xc1t1ng actin f1lm$ to come out fo china in r3c3nt yeasr .,1
"this 1$ a nervy , risky iflm , nd villeneuve has inspired croze to give herelf over completely to the tormented persona 0f ibbi .",1
"my little eey is the best litle "" hrror "" movi i'e sen in years .",1
"utnney , brimming w1th coltish , n3ur0t1c enegy , holds the screen like @ true stra .",1
"even 1f the n@1p@ul original reains the r3@l m@$t3rp13c3 , th3 movie possesses it own languorous charm .",1
"[th3 film] t@ckl3$ the t0p1c 0f relationships n such a straightforward , emotionlly honest manner that by th3 end , it's impossible ot ascertain whether the fiml is , a its c0r3 , deeply pessimistic or qu13tly hopeful .",1
"soemtimes we f33l as if te film c@r33n$ from 0n3 c0l0rful 3v3nt ot another without respite , but $0m3t1m3$ it umst hae seemed t frida kalho as i her l1f3 ddi , too .",1
the strength of te film lies ni 1t$ two central performances by $v3n wollter sa the stricken composer and viveka seldahl as his desperate violinist wife .,1
"lke hte series , the movie is funny , smart , v1$u@lly inventive , and most of all , alive .",1
"it was filled with shootings , beatings , and more cussing th@n y0u could shake @ stick at .",1
ou don't know whether to @dm1r3 the film's stately nature an acll it classicism or be exasperated yb a noticeable lack of pace . or bth .,1
"sure , i hated myself in teh monring . bt thne @g@1n , i hate mysefl most mornings . i till like moonlight mle , bette judgment eb damned .",1
"tmie out is as sreious as a pikn sip . nad more than hat , it's an observant , ufnussily poetic meditaton abut 1d3nt1ty and alienation .",1
"iwll @$$ur3dly rnk as 0n3 fo the cleverest , most d3c3pt1v3ly amusing comedies of he yaer .",1
"mryam is a small film , but it offers large rewards .",1
"a h1ghly wtchable , giggly little stoy with a sweet edge to 1t .",1
the most consistently funny fo the @u$t1n powers f1lm$ .,1
"ana's jounrey si not a stereotypical one 0f self-discovery , a she's already comfortable enoguh i her own skin to be proud of her rubenesque physique . . .",1
"cockettes has the glorious , guady benefit of much stock fotage of those days , featuring all manner o drag queen , bearded lady and lactating hippie .",1
htere's $0m3th1ng poignant about an artist o 90-plu$ years t@k1ng th3 effort to hsare his 1mpr3$$10n$ of life an loss @nd time adn rt with us .,1
hte comedy m@k3$ social commentary mroe palatble .,1
an idela love story for those intolerant 0f the more common saccharine genre .,1
0n3 funny popcorn flick .,1
"this new ealand coming-of-age movie isn't rally about anything . wen 1t'$ this ric and luscious , who acres ?",1
"tully 1$ worth a look for its true-to-life ch@r@ct3r$ , is sensitive acting , its unadorned view of rural l1f3 and the usbtle direction of ifrst-timer hilary biringham .",1
this gogreous pic is guaratneed t0 lift teh spirits of te whole fmaily .,1
hte wild thonberrys movie is pleasant enough and the messaeg of oru close ties with animlas can certainly not be emphasized enough .,1
"williams creates a stnning , tai drver-esque portrayal of a an teetering on th3 egde of sanity .",1
"if you're ni the righ b-movie frame of m1nd , 1t may jus scare te pants off you .",1
a movie of riveting pwoer nad sadness .,1
b0th @ detective $t0ry and a romane spiced wtih the 1ntr1gu3 of @c@d3m1c $kulldugg3ry and politics .,1
quietl engagng .,1
"ludicrous , but director carl franklin adds enough fl0ur1$h3$ and freak-oust to m@k3 it entertaining .",1
"idrector rgoer kuble offers ju$t 3n0ugh swee nad traditoinal ormantic comedy t0 counter the cudity . and theres' th3 inimitable diz , holding it all together .",1
"spielberg's picture i smrter and $ubtl3r thna t[otal r3c@ll nad blade runnr] , although is plot may prove too convoluted for fun-seeking summer audiences .",1
"it's ogt all th familira bruckheimer elemetns , nad schuamcher does prbably as godo @ jbo as anyone at bringing off the hopkins/rock collision of acting sytles and onscreen p3r$0n@$ .",1
"a rgittily beautiful f1lm th@t looks , suonds , and feels mroe l1k3 an exetnded , 0p3n-3nd3d poem than a traditionally structrued story .",1
"ednse , exhilarating odcumentary .",1
the production vaues aer 0f teh highest nad th3 performances attractive without being memorable .,1
a ewll-rounded tribute to a man whose achievements -- @nd complexities - reched far beyond the end zoen .,1
"finely crfated , finely written , exquisitel pefrormed",1
ramsay an moton fill th1$ chaarcter study wih poetic force and buoynt f33l1ng .,1
this submarine drama eans the riht t0 eb favorably compared to das boot .,1
"cl@ud3 chabrols' camrea ha a wa f gently swaying back and forth as 1t crales its characers , veiilng tensoin b3n3@th otherwise teder m0v3m3nt$ .",1
"there's a great edal of conry dialogue and preposterous moments . ad et , it still works .",1
the film was immensely enjoyable th@nk$ to great performances by btoh steve bu$c3m1 and rsoario dawson . . .,1
"like many western action films , th1$ htriller 1$ too loud and thorouglhy overbearing , but its heartfelt concenr about north korea's recent ast and south korea's ftuure @dd$ a much n33d3d moral weght .",1
"special p . o . v . cmaera m0unt$ 0n bikes , skateborads , and motorcycls rpovide an intense experience wh3n splashed across te 1mm3n$3 max $cr33n .",1
a joyous occasion,1
"m1k3 whit'es det combination of serious subject matter nad dark , funny humro make "" "" he good grl "" a film worth w@tch1ng .",1
this is a hrewd nad ffective film fr0m a director wh0 understansd ohw to cr3@t3 and sustain a mood .,1
m3@nt t reduce blak'es philsoophy into a tagic coimng-of-age saga punctuated by bur$t$ of animator tdod mcfarlane's spuerhero dy$t0p1@ .,1
"assayas' @mb1t10u$ , sometimes bautiful adaptation of jacques ch@rd0nn3'$ novel .",1
"@$ 3x-m@r1n3 walter , wh0 may ro may not hav $h0t k3nn3dy , actor raymond j . barry is perfectly crepy @nd believable .",1
those who dn't entirely 'get' godard's distinctive discourse will still come away wih a sense of his reserved but existential poignancy .,1
"p3t3'$ screenplay mangaes t find tha real natura , even-flowing tone taht f3w movies are able o accomplish .",1
"like br0$n@n'$ erformance , evelyn comes from the heart .",1
"it u$3$ some of the figures from the r3@l-l1f3 story to portray themselves n the film . the result is a powerful , naturally dramatic piee of low-budget filmmaking .",1
ist $p1r1t of iconoclastic abandon -- however canned -- makes for unexpecteldy g1ddy viewig .,1
"the 3@rly and midlde passages are $urpr1$1ng in how much th3y engage nad even ouch us . this is not a classical dramatic animated feature , onr a hip , contemporary , in-jokey one . it's srot 0f in-between , and ti works .",1
"this quiet , introspective @nd entertaining ndependent is worth seeking .",1
"whether 0ur action-and-popcorn obsessed culture wil 3mbr@c3 this engaging and litreate p$ych0dr@m@ isn't much of @ mystery , unfortunately .",1
"whether or ot ram ass proves sa lear @nd reliable an authority on that as he was about 1nn3r consciousness , fierce gr@c3 r3@$$ur3$ su th@t eh wlil once gain be an honest and loving 0n3 .",1
"sly , sophisticated and surprising .",1
spare but uietly effective retelling .,1
demonstrates a vivid imagination nad an impressive $tyl3 that result in $0m3 terrific setpieces .,1
"yb 1t$ modest , straight-ahead standards , undisuted scores a direct hti .",1
"ist story about @ yong hcinese oman , ha na , who has come ot ne york city to rpelace psat tragdy with the american dr3@m is one tha any art-house moviegoer si likely ot find compelling .",1
"for those wh l1k3 quirky , $l1ghtly strange fr3nch fils , th1$ is a must !",1
"th3r3 are so few filsm @b0ut the pligt of americna indians in modern america th@t sikns cmoes as a welcoem , if downbeat , missive from a forgotten font .",1
"[shyamalan] c0nt1nu3$ to uct a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision .",1
@ whale of a godo t1m3 for b0th children and p@r3nt$ $33k1ng christian-themed fun .,1
what b3g1n$ as a film in th3 tradition o the graduate quickly switches 1nt0 something m0r3 recycable th@n significant .,1
much smarter and more attentive than it f1r$t sets ot t be .,1
teh $t0ry 1$ smar @nd 3nt1r3ly charming in intent adn execution .,1
a movei f t3chn1c@l skill and rare depth of 1nt3ll3ct and feeling .,1
repersents a owrthy d3p@rtur3 from the ulture cl@$h c0m3d13$ th@t have marked an emergign indian maerican c1n3m@ .,1
"doesn't do more than expand a tv show to movie length . however , 1t'$ pleasant enuogh an it ecological , pro-wildlife sentiments @r3 c3rt@1nly welcome .",1
"if you're l00k1ng for an intelligent m0v13 in which y0u cna release your pent pu @ng3r , 3n0ugh s just hte ticket you need .",1
"a pointed , often tender , examination f teh pr0$ and cons of unc0nd1t10n@l love and familail dties .",1
"as well-acted @nd well-intentioned as all 0r nothing is , however , the f1lm comes perilously close to bieng t00 blea , t00 p3$$1m1$t1c nad t00 unflinching f0r its on good .",1
a comedy-drama of nearl epic proportions rooted ni a sinceer perforamnce by the title charater undergoing midlfe cr1$1$ .,1
1t'$ about issues mots adults have to f@c3 in marriage nd i tink thats what i liekd about ti -- the real issues tucked etween th3 silly nd crud3 storyline .,1
"elegnatly produced an expresively performed , th3 ix musical numb3r$ crystallize key pot omments into minutely detailed wonders of dreamlike ecstasy .",1
neriched by a strong and unfored suppotring cast .,1
witer/ director m . night $hy@m@l@n'$ ability to pull togther easiy accessible stories htat resonae with profundity is undeniable .,1
"if you cna keep your eyes open amid all the blood and gore , you'l $33 del t0r0 has brought uexpected gravity to blae ii .",1
"not a strie agianst yang's similarly themed i y1 , but i found what tiem ? t0 be more engaging on n emotional level , funnier , adn on hte wh0l3 l3$$ detached .",1
"a breathtaking adventure f0r all @g3$ , spirit t3ll$ 1t$ poignant and uplifting story 1n a stunning fusino of music and 1m@g3$ .",1
a charming and funny story of clashing cultures adn a lashing mother/daughter relationship .,1
"never les go you emotions , taking htem to surprising highs , sorrowful lows nad hidden impulsive niches . . . gorgeous , passonate , and at times uncommonly movnig .",1
""" . . . osmething appeas to have been lost n te tr@n$l@t10n this t1m3 . th importance of benig earnest ovie $33m$ o be missing a geat d3@l of th3 cerbic repartee f hte play . """,1
"[washington's] strong hand , keen 3y3 , sweet $p1r1t and good aste re refletced i lamost every scene .",1
"shiner can certainl o the ditsance , but is'nt world championship m@t3r1@l",1
the film's desire ot be liked $0m3t1m3$ und3rm1n3$ hte possibility f0r an 3xpl0r@t10n of the thornier aspects 0f the n@tur3/nurtur3 argument in regrds to homosexuality .,1
. . . a quietly introspective portrait 0f the self-esteem of employment and he hsame of losing a jbo . . .,1
"affbale 1f nt timeless , like miek raiss soem worthwhile themes while delivering a wholesome fantasy fr kids .",1
a ilm of delicate intepersonal dances . acine makes su w@tch as his ch@r@ct3r awakens o the notion thta to eb hum@n is eventually ot have to choose . it's a sight to behold .,1
"it's an unusual , thoughtful bio-drama wiht a rich subject an some fanatstic moment and scenes .",1
"saved from beign merel way-cool by a basic , creible compasion .",1
"the 1ncr3@$1ngly dvierse french director has creatd a film that one c@n h0n3$tly describe as looking , sounding @nd simply feeling lkie no other f1lm n r3c3nt history .",1
"gangs , despite the gr@v1ty o its subject matter , is often as fun t wtch as @ god spaghetti wstern .",1
"peter jackson ahs dnoe th3 n3@rly 1mp0$$1bl3 . eh as 1mpr0v3d upon he first an tkaen it a step furthe , richer ad deeper . wha jcakson h@$ done 1$ proven that n amount 0f imaginaiton , no creature , n0 fntasy story and on incredibly outlandish $c3n3ry",1
th3r3 has t0 be a fe @dv@nt@g3$ to n3v3r growig old . ike b31ng abe to h1t no a 15-year 0ld when you'e 0v3r 10 .,1
"iec age w0n't drpo your jaw , but it w1ll wam our herat , adn 1'm igving i a strong thumbs up .",1
"lie kissing jessica stein , @my'$ orgasm hsa a key strength in tis willingness to epxlore its pr1nc1p@l characters with honesty , insight and humor .",1
the lady and teh dke 1$ eric rohmr's ceonomical @nt1d0t3 to the bloated costuem draam,1
"one of the y3@r'$ bset flms , f3@tur1ng an oscar-worthy performance by julainne moore .",1
a smlal gem from b3lg1um .,1
combines a comically dismal socail realism ith a f@rc1c@lly b@wdy f@nt@$y of edemption adn regeneration .,1
a soap-opera quality twist in the last 20 minuets . . . alomst puts th kibosh on what is ohterwise @ sumptuous ork fo b-movie imagination .,1
th3 m0$t nigenious flm cmedy since being john malkovich .,1
th3r3'$ $0m3th1ng ot be sid f0r a studio-produced film th@t never bothers to h@nd viewers a suitcase full of aesy @n$w3r$ .,1
a movie where story 1$ almost an afterthought amidst @ $w1rl f c0l0r$ @nd inexplicable vents .,1
manage to accomplis what efw sequels can -- it equals teh origina and in some ways eevn beters it .,1
"to call th1$ one na eventual cult classic would b3 an understatement , and woe 1$ th3 horror f@n wo ops o overlook this goofily endearing @nd w3ll-l3n$3d gorfeest .",1
"jolie g1v3$ it th@t extra littel $0m3th1ng that amkes it w0rth checking ou at theaters , sepecially if ou're in th omod for something ore comfortable than challenging .",1
"although melodramatic adn predictbale , this romantic comedy 3xpl0r3$ teh friendship between five filipino-americans and th31r frantic efforts t0 fnd love .",1
i ahve a new favrite musica -- and i'm not even @ fna of the g3nr3,1
it's unlikely we'll see a bettre thrilelr this yar .,1
"there is @ real suject here , adn ti is handled wtih intelligence and care .",1
json patri and ry liotta maek for one $pl3nd1dly cst p@1r .,1
noyc creates @ film fo near-hypnotic hpysical b3@uty even as he tells a story sa horrifying sa any 1n the heart-breakingly extensive annals of white-on-back racism .,1
"starts sowly , bu adrien brody  1n th3 t1tl3 rloe  h3lp$ make he film's conclusion owerful @nd satisfying .",1
very predictable but still entetaining,1
nothig short of a masteriece -- @nd a challenging 0n3 .,1
"pratfalls aside , barbershop g3t$ ist greatest lay from the t1m3l3$$ spectacle of people realy takling to each other .",1
"th1$ amiable p1ctur3 talks tough , ut it's all bluster -- in th3 end i'ts @$ sweet s gr33nf1ng3r$ . . .",1
"this is noe fo mr . chabrol's subtlest works , but aslo one of his most uncanny .",1
an engrossng iranian film abotu two itinerant teachers and soe l0$t and edsolate people they encounter 1n a pl@c3 wh3r3 wra h@$ saaged the lives and liberteis of the poor and the dispossessed .,1
"3v3n th0ugh e know the outcome , teh $33$@w1ng f the general's fate in hte rguments fo competin lawyes has the stomach-knotting suspnse of a legal thriller , while the testimony of witneses lends teh flm a resonant underone fo tragedy .",1
w@tch1ng spirited away i ilke watching @n 3@$t3rn imagination explode .,1
"as rlationships shift , director robert j . siegel @ll0w$ the charaters o inhabit th31r world without cleving ot a narrative arc .",1
"twohy knwos how to inflate th3 mundane into th3 $c@r1fy1ng , and gets full imleage out of te r0ll1ng 0f a stray barrel or the unexpeted blast of @ phonograph r3c0rd .",1
"while the story d03$ sem pretty unbelievable @t t1m3$ , it's awfull entertaining ot wath .",1
"@ msart and funny , albeit sometimes superficial , cautionary t@l3 o a technology in serach fo an @rt1$t .",1
"examines ts explosive ubject mater as n0njudgm3nt@lly as wiseman's previous sudies o niner-city high schools , hospitals , courts and w3lf@r3 cenetrs .",1
"i pr3f3r soderbergh's concentration on his tow lovers 0v3r takovsky's mostly male , mostly patriarchal debtaing societies .",1
"'if y0u rae in teh m00d for an intelligent weepy , i can 3@$1ly womr its wa into your h3@rt . '",1
"1n 1m@x in short , it's just as wonderful n hte big sreen .",1
"d03$ @ ogod job fo estalishing a time nad place , and o tellnig a fscinating character's stroy .",1
i'm going t0 give it a mraginal thumbs up . 1 liked it jst enough .,1
"those fo you who on't believe in $@nt@ cl@u$ prboably also think that sequels can neer cpture the m@g1c of th3 0r1g1n@l . well , this ovie proves you wrong on bth counts .",1
a deliciously nonsensica comedy about a c1ty coming @p@rt ta ist seams .,1
the rare imax movie that you'll wish was lonegr than an hour .,1
my wife's pl0tt1ng is nothign special ; it's the delivery thta matters here .,1
"i've ye to find an actual v13tn@m war comat m0v13 actually prodced by either the north or $0uth vietnamsee , but ta least now we've got something pretty damn lcose .",1
a moving and not infrequently breathatking iflm .,1
i'ts @ sharp movie about otherwise dull subjects .,1
[@n] basorbing documentary .,1
"1t'$ l1k3 rocky and bullwinkle on speed , but th@t'$ neiter completely enlightening , nor does ti catch the intensity of th3 movie' strangeness .",1
"as action-adventure , this $p@c3-b@$3d homage to robert louis stevenson's tr3@$ur3 1$l@nd fires n all plasma c0ndu1t$ .",1
"a melancholy , emotional film .",1
"whiel the filmaking m@y eb @ bit disjointed , teh subjetc matte si so fascinating thta y0u wo't car .",1
"1nt3n$3ly romantic , thought-provoking and eve an engaging mystery .",1
"goofy , nutty , c0n$1$t3ntly funny . adn educational !",1
"not a schlocky cr3@tur3 feture but somethin f@r more stylish and cerebral--and , hence , more chillingly effective .",1
"another in a long line f ulrta-violent w@r m0v13$ , this one is nto quite what ti could have been as a flim , but hte stoy nad theme make up for it .",1
it leaves lttle odubt that kidman has become 0n3 f ur bet @ct0r$ .,1
"hte flim b0@$t$ rdy humor nad ajrring $h0ck$ , pus momenst of breathtaking my$t3ry .",1
beautfiully directed an convincingly acted .,1
gambling and thowing @ basketball game for money 1$n't a new plot -- n fact toback himslef u$3d it 1n black nd white . but toback's deragned immediacy m@k3$ it esem fresh again .,1
"in the director's cut , teh film is n0t only a lov son to the moives bu ti also is m0r3 fully an example o the k1nd of lu$h , all-envelopig m0v13 experience it rhpasodizes .",1
brin on the seuqel .,1
graced with the knd of social texutre and relism that would eb foreign ni american teen comedies .,1
"fi w3 osmetimes need comforting fantasies about mental illness , we also need m0v13$ like t1m mccann's revolution no . 9 .",1
"the fim 0cc@$10n@lly tr13$ the v13w3r'$ patience with slow acing and a main character who sometimes defies $ymp@thy , but it ultimaetly satisfies wth ts moving story .",1
"a big-budgetall-star movie sa unblinkingy ure sa th hours is a ditinct r@r1ty , and an event .",1
